,Ciudad,Pais,PM25,PM10,O3,NO2,CO,Fecha
3442,Beijing,Mainland China,33.0,33.0,23.0,19.0,4.0,2018-02-04
3443,Beijing,Mainland China,58.0,23.0,27.0,6.0,2.0,2018-02-05
3444,Beijing,Mainland China,29.0,46.0,20.0,25.0,7.0,2018-02-06
3445,Beijing,Mainland China,98.0,44.0,31.0,16.0,7.0,2018-02-07
3446,Beijing,Mainland China,81.0,59.0,20.0,28.0,9.0,2018-02-08
3447,Beijing,Mainland China,126.0,86.0,30.0,19.0,7.0,2018-02-09
3448,Beijing,Mainland China,107.0,39.0,30.0,6.0,3.0,2018-02-10
3449,Beijing,Mainland China,44.0,72.0,29.0,3.0,2.0,2018-02-11
3450,Beijing,Mainland China,46.0,49.0,30.0,6.0,2.0,2018-02-12
3451,Beijing,Mainland China,43.0,72.0,20.0,37.0,12.0,2018-02-13
3452,Beijing,Mainland China,130.0,38.0,32.0,13.0,4.0,2018-02-14
3453,Beijing,Mainland China,55.0,48.0,34.0,12.0,4.0,2018-02-15
3454,Beijing,Mainland China,95.0,104.0,35.0,15.0,7.0,2018-02-16
3455,Beijing,Mainland China,166.0,70.0,22.0,18.0,12.0,2018-02-17
3456,Beijing,Mainland China,160.0,86.0,34.0,26.0,16.0,2018-02-18
3457,Beijing,Mainland China,181.0,105.0,29.0,22.0,20.0,2018-02-19
3458,Beijing,Mainland China,196.0,42.0,36.0,12.0,6.0,2018-02-20
3459,Beijing,Mainland China,102.0,49.0,36.0,16.0,6.0,2018-02-21
3460,Beijing,Mainland China,115.0,40.0,34.0,14.0,4.0,2018-02-22
3461,Beijing,Mainland China,55.0,50.0,30.0,20.0,6.0,2018-02-23
3462,Beijing,Mainland China,76.0,62.0,28.0,11.0,6.0,2018-02-24
3463,Beijing,Mainland China,85.0,59.0,29.0,21.0,7.0,2018-02-25
3464,Beijing,Mainland China,125.0,95.0,33.0,37.0,14.0,2018-02-26
3465,Beijing,Mainland China,184.0,127.0,32.0,28.0,19.0,2018-02-27
3466,Beijing,Mainland China,227.0,89.0,31.0,19.0,10.0,2018-02-28
3467,Beijing,Mainland China,160.0,42.0,33.0,8.0,2.0,2018-03-01
3468,Beijing,Mainland China,52.0,78.0,26.0,28.0,9.0,2018-03-02
3469,Beijing,Mainland China,158.0,138.0,17.0,46.0,19.0,2018-03-03
3470,Beijing,Mainland China,223.0,150.0,19.0,21.0,8.0,2018-03-04
3471,Beijing,Mainland China,136.0,93.0,28.0,20.0,7.0,2018-03-05
3472,Beijing,Mainland China,130.0,55.0,29.0,18.0,8.0,2018-03-06
3473,Beijing,Mainland China,117.0,56.0,19.0,24.0,6.0,2018-03-07
3474,Beijing,Mainland China,119.0,48.0,30.0,20.0,8.0,2018-03-08
3475,Beijing,Mainland China,107.0,81.0,36.0,31.0,11.0,2018-03-09
3476,Beijing,Mainland China,171.0,92.0,42.0,31.0,13.0,2018-03-10
3477,Beijing,Mainland China,176.0,70.0,29.0,19.0,12.0,2018-03-11
3478,Beijing,Mainland China,146.0,115.0,40.0,31.0,12.0,2018-03-12
3479,Beijing,Mainland China,198.0,,68.0,53.0,15.0,2018-03-13
3480,Beijing,Mainland China,274.0,206.0,29.0,42.0,17.0,2018-03-14
3481,Beijing,Mainland China,255.0,32.0,42.0,7.0,4.0,2018-03-15
3482,Beijing,Mainland China,63.0,57.0,42.0,10.0,5.0,2018-03-16
3483,Beijing,Mainland China,88.0,55.0,13.0,30.0,8.0,2018-03-17
3484,Beijing,Mainland China,139.0,84.0,35.0,28.0,9.0,2018-03-18
3485,Beijing,Mainland China,172.0,42.0,39.0,24.0,7.0,2018-03-19
3486,Beijing,Mainland China,137.0,38.0,34.0,17.0,4.0,2018-03-20
3487,Beijing,Mainland China,76.0,61.0,29.0,25.0,7.0,2018-03-21
3488,Beijing,Mainland China,140.0,76.0,38.0,31.0,9.0,2018-03-22
3489,Beijing,Mainland China,163.0,87.0,21.0,45.0,14.0,2018-03-23
3490,Beijing,Mainland China,180.0,68.0,47.0,36.0,13.0,2018-03-24
3491,Beijing,Mainland China,179.0,67.0,57.0,28.0,6.0,2018-03-25
3492,Beijing,Mainland China,132.0,95.0,63.0,36.0,9.0,2018-03-26
3493,Beijing,Mainland China,181.0,132.0,50.0,55.0,13.0,2018-03-27
3494,Beijing,Mainland China,229.0,632.0,30.0,28.0,8.0,2018-03-28
3495,Beijing,Mainland China,194.0,111.0,30.0,21.0,9.0,2018-03-29
3496,Beijing,Mainland China,107.0,64.0,47.0,28.0,5.0,2018-03-30
3497,Beijing,Mainland China,113.0,98.0,56.0,42.0,10.0,2018-03-31
3498,Beijing,Mainland China,176.0,137.0,102.0,44.0,16.0,2018-04-01
3499,Beijing,Mainland China,223.0,159.0,65.0,35.0,17.0,2018-04-02
3500,Beijing,Mainland China,252.0,92.0,35.0,8.0,3.0,2018-04-03
3501,Beijing,Mainland China,54.0,25.0,26.0,16.0,4.0,2018-04-04
3502,Beijing,Mainland China,73.0,153.0,20.0,12.0,5.0,2018-04-05
3503,Beijing,Mainland China,127.0,79.0,34.0,3.0,1.0,2018-04-06
3504,Beijing,Mainland China,60.0,40.0,38.0,10.0,3.0,2018-04-07
3505,Beijing,Mainland China,54.0,67.0,35.0,25.0,5.0,2018-04-08
3506,Beijing,Mainland China,108.0,85.0,46.0,29.0,13.0,2018-04-09
3507,Beijing,Mainland China,158.0,81.0,34.0,20.0,10.0,2018-04-10
3508,Beijing,Mainland China,109.0,43.0,42.0,16.0,3.0,2018-04-11
3509,Beijing,Mainland China,119.0,77.0,41.0,21.0,6.0,2018-04-12
3510,Beijing,Mainland China,125.0,63.0,21.0,29.0,12.0,2018-04-13
3511,Beijing,Mainland China,124.0,142.0,39.0,6.0,3.0,2018-04-14
3512,Beijing,Mainland China,132.0,66.0,46.0,14.0,2.0,2018-04-15
3513,Beijing,Mainland China,108.0,108.0,63.0,25.0,5.0,2018-04-16
3514,Beijing,Mainland China,168.0,137.0,63.0,19.0,7.0,2018-04-17
3515,Beijing,Mainland China,171.0,131.0,75.0,19.0,7.0,2018-04-18
3516,Beijing,Mainland China,169.0,123.0,96.0,32.0,9.0,2018-04-19
3517,Beijing,Mainland China,177.0,102.0,111.0,21.0,12.0,2018-04-20
3518,Beijing,Mainland China,183.0,58.0,26.0,18.0,9.0,2018-04-21
3519,Beijing,Mainland China,123.0,27.0,28.0,8.0,3.0,2018-04-22
3520,Beijing,Mainland China,46.0,26.0,38.0,13.0,4.0,2018-04-23
3521,Beijing,Mainland China,59.0,39.0,43.0,24.0,4.0,2018-04-24
3522,Beijing,Mainland China,71.0,59.0,58.0,25.0,3.0,2018-04-25
3523,Beijing,Mainland China,97.0,87.0,64.0,29.0,8.0,2018-04-26
3524,Beijing,Mainland China,168.0,117.0,56.0,23.0,6.0,2018-04-27
3525,Beijing,Mainland China,127.0,115.0,104.0,30.0,7.0,2018-04-28
3526,Beijing,Mainland China,161.0,115.0,71.0,35.0,10.0,2018-04-29
3527,Beijing,Mainland China,202.0,54.0,43.0,11.0,6.0,2018-04-30
3528,Beijing,Mainland China,89.0,145.0,30.0,16.0,4.0,2018-05-01
3529,Beijing,Mainland China,122.0,45.0,38.0,13.0,2.0,2018-05-02
3530,Beijing,Mainland China,68.0,43.0,39.0,13.0,2.0,2018-05-03
3531,Beijing,Mainland China,72.0,85.0,79.0,27.0,6.0,2018-05-04
3532,Beijing,Mainland China,148.0,182.0,32.0,26.0,5.0,2018-05-05
3533,Beijing,Mainland China,166.0,128.0,60.0,25.0,4.0,2018-05-06
3534,Beijing,Mainland China,140.0,98.0,67.0,22.0,7.0,2018-05-07
3535,Beijing,Mainland China,161.0,62.0,60.0,20.0,5.0,2018-05-08
3536,Beijing,Mainland China,110.0,67.0,83.0,24.0,5.0,2018-05-09
3537,Beijing,Mainland China,140.0,90.0,95.0,32.0,11.0,2018-05-10
3538,Beijing,Mainland China,170.0,74.0,41.0,24.0,7.0,2018-05-11
3539,Beijing,Mainland China,156.0,65.0,68.0,22.0,14.0,2018-05-12
3540,Beijing,Mainland China,188.0,66.0,86.0,22.0,5.0,2018-05-13
3541,Beijing,Mainland China,124.0,92.0,116.0,21.0,11.0,2018-05-14
3542,Beijing,Mainland China,185.0,78.0,55.0,20.0,10.0,2018-05-15
3543,Beijing,Mainland China,155.0,78.0,77.0,17.0,18.0,2018-05-16
3544,Beijing,Mainland China,178.0,47.0,30.0,16.0,10.0,2018-05-17
3545,Beijing,Mainland China,111.0,45.0,65.0,17.0,5.0,2018-05-18
3546,Beijing,Mainland China,73.0,59.0,76.0,21.0,6.0,2018-05-19
3547,Beijing,Mainland China,106.0,43.0,47.0,16.0,8.0,2018-05-20
3548,Beijing,Mainland China,112.0,49.0,19.0,21.0,9.0,2018-05-21
3549,Beijing,Mainland China,146.0,125.0,37.0,12.0,4.0,2018-05-22
3550,Louisiana,United States,32.0,20.0,23.0,8.0,0.0,2018-01-01
3551,Louisiana,United States,42.0,18.0,26.0,5.0,0.0,2018-01-02
3552,Louisiana,United States,34.0,23.0,23.0,12.0,0.0,2018-01-03
3553,Louisiana,United States,37.0,29.0,28.0,14.0,1.0,2018-01-04
3554,Louisiana,United States,47.0,32.0,23.0,18.0,3.0,2018-01-05
3555,Louisiana,United States,45.0,32.0,30.0,18.0,4.0,2018-01-06
3556,Louisiana,United States,49.0,24.0,29.0,11.0,2.0,2018-01-07
3557,Louisiana,United States,40.0,16.0,21.0,12.0,2.0,2018-01-08
3558,Louisiana,United States,28.0,15.0,16.0,7.0,2.0,2018-01-09
3559,Louisiana,United States,25.0,22.0,21.0,9.0,2.0,2018-01-10
3560,Louisiana,United States,32.0,22.0,23.0,11.0,2.0,2018-01-11
3561,Louisiana,United States,32.0,15.0,21.0,6.0,1.0,2018-01-12
3562,Louisiana,United States,27.0,18.0,24.0,7.0,1.0,2018-01-13
3563,Louisiana,United States,30.0,17.0,27.0,10.0,2.0,2018-01-14
3564,Louisiana,United States,30.0,32.0,26.0,22.0,5.0,2018-01-15
3565,Louisiana,United States,49.0,26.0,21.0,16.0,2.0,2018-01-16
3566,Louisiana,United States,47.0,22.0,26.0,6.0,1.0,2018-01-17
3567,Louisiana,United States,44.0,23.0,28.0,11.0,2.0,2018-01-18
3568,Louisiana,United States,41.0,35.0,19.0,28.0,3.0,2018-01-19
3569,Louisiana,United States,54.0,22.0,24.0,15.0,2.0,2018-01-20
3570,Louisiana,United States,38.0,22.0,30.0,8.0,2.0,2018-01-21
3571,Louisiana,United States,32.0,31.0,27.0,10.0,1.0,2018-01-22
3572,Louisiana,United States,34.0,24.0,30.0,14.0,1.0,2018-01-23
3573,Louisiana,United States,26.0,20.0,29.0,12.0,4.0,2018-01-24
3574,Louisiana,United States,31.0,20.0,32.0,11.0,3.0,2018-01-25
3575,Louisiana,United States,26.0,33.0,27.0,11.0,2.0,2018-01-26
3576,Louisiana,United States,49.0,17.0,25.0,4.0,2.0,2018-01-27
3577,Louisiana,United States,23.0,15.0,22.0,7.0,2.0,2018-01-28
3578,Louisiana,United States,21.0,21.0,26.0,13.0,1.0,2018-01-29
3579,Louisiana,United States,31.0,21.0,26.0,9.0,1.0,2018-01-30
3580,Louisiana,United States,35.0,27.0,32.0,16.0,4.0,2018-01-31
3581,Louisiana,United States,45.0,26.0,25.0,15.0,2.0,2018-02-01
3582,Louisiana,United States,37.0,16.0,28.0,4.0,1.0,2018-02-02
3583,Louisiana,United States,20.0,16.0,25.0,5.0,1.0,2018-02-03
3584,Louisiana,United States,23.0,21.0,21.0,7.0,2.0,2018-02-04
3585,Louisiana,United States,35.0,26.0,25.0,8.0,2.0,2018-02-05
3586,Louisiana,United States,47.0,24.0,18.0,9.0,2.0,2018-02-06
3587,Louisiana,United States,38.0,15.0,11.0,7.0,1.0,2018-02-07
3588,Louisiana,United States,25.0,19.0,22.0,8.0,2.0,2018-02-08
3589,Louisiana,United States,34.0,23.0,25.0,8.0,2.0,2018-02-09
3590,Louisiana,United States,35.0,20.0,12.0,9.0,3.0,2018-02-10
3591,Louisiana,United States,33.0,17.0,8.0,8.0,2.0,2018-02-11
3592,Louisiana,United States,33.0,16.0,14.0,3.0,2.0,2018-02-12
3593,Louisiana,United States,37.0,18.0,19.0,4.0,2.0,2018-02-13
3594,Louisiana,United States,31.0,26.0,18.0,11.0,2.0,2018-02-14
3595,Louisiana,United States,32.0,26.0,21.0,8.0,2.0,2018-02-15
3596,Louisiana,United States,33.0,28.0,21.0,8.0,2.0,2018-02-16
3597,Louisiana,United States,37.0,25.0,19.0,7.0,2.0,2018-02-17
3598,Louisiana,United States,37.0,19.0,22.0,4.0,2.0,2018-02-18
3599,Louisiana,United States,29.0,26.0,23.0,6.0,2.0,2018-02-19
3600,Louisiana,United States,29.0,27.0,20.0,5.0,1.0,2018-02-20
3601,Louisiana,United States,34.0,32.0,18.0,4.0,1.0,2018-02-21
3602,Louisiana,United States,43.0,34.0,19.0,4.0,1.0,2018-02-22
3603,Louisiana,United States,44.0,25.0,17.0,7.0,2.0,2018-02-23
3604,Louisiana,United States,22.0,25.0,21.0,3.0,1.0,2018-02-24
3605,Louisiana,United States,33.0,18.0,26.0,4.0,1.0,2018-02-25
3606,Louisiana,United States,25.0,16.0,25.0,3.0,1.0,2018-02-26
3607,Louisiana,United States,17.0,20.0,23.0,5.0,2.0,2018-02-27
3608,Louisiana,United States,24.0,23.0,22.0,7.0,1.0,2018-02-28
3609,Louisiana,United States,26.0,25.0,21.0,6.0,1.0,2018-03-01
3610,Louisiana,United States,34.0,22.0,33.0,3.0,1.0,2018-03-02
3611,Louisiana,United States,32.0,24.0,38.0,7.0,2.0,2018-03-03
3612,Louisiana,United States,37.0,29.0,45.0,8.0,3.0,2018-03-04
3613,Louisiana,United States,52.0,26.0,20.0,11.0,2.0,2018-03-05
3614,Louisiana,United States,40.0,23.0,33.0,9.0,1.0,2018-03-06
3615,Louisiana,United States,25.0,35.0,32.0,10.0,1.0,2018-03-07
3616,Louisiana,United States,36.0,27.0,36.0,14.0,1.0,2018-03-08
3617,Louisiana,United States,44.0,31.0,42.0,17.0,3.0,2018-03-09
3618,Louisiana,United States,46.0,24.0,34.0,9.0,2.0,2018-03-10
3619,Louisiana,United States,36.0,17.0,33.0,8.0,1.0,2018-03-11
3620,Louisiana,United States,30.0,24.0,35.0,9.0,1.0,2018-03-12
3621,Louisiana,United States,44.0,25.0,36.0,7.0,1.0,2018-03-13
3622,Louisiana,United States,47.0,28.0,38.0,15.0,2.0,2018-03-14
3623,Louisiana,United States,52.0,28.0,46.0,15.0,3.0,2018-03-15
3624,Louisiana,United States,47.0,27.0,31.0,12.0,2.0,2018-03-16
3625,Louisiana,United States,44.0,24.0,24.0,9.0,2.0,2018-03-17
3626,Louisiana,United States,42.0,25.0,22.0,8.0,2.0,2018-03-18
3627,Louisiana,United States,48.0,30.0,29.0,7.0,2.0,2018-03-19
3628,Louisiana,United States,55.0,31.0,32.0,11.0,1.0,2018-03-20
3629,Louisiana,United States,52.0,27.0,36.0,14.0,2.0,2018-03-21
3630,Louisiana,United States,51.0,23.0,54.0,14.0,3.0,2018-03-22
3631,Louisiana,United States,40.0,28.0,18.0,16.0,3.0,2018-03-23
3632,Louisiana,United States,39.0,26.0,13.0,11.0,2.0,2018-03-24
3633,Louisiana,United States,34.0,27.0,7.0,12.0,3.0,2018-03-25
3634,Louisiana,United States,43.0,32.0,33.0,8.0,2.0,2018-03-26
3635,Louisiana,United States,48.0,34.0,34.0,4.0,2.0,2018-03-27
3636,Louisiana,United States,51.0,35.0,28.0,5.0,2.0,2018-03-28
3637,Louisiana,United States,53.0,22.0,25.0,12.0,1.0,2018-03-29
3638,Louisiana,United States,37.0,21.0,28.0,9.0,1.0,2018-03-30
3639,Louisiana,United States,32.0,21.0,44.0,5.0,2.0,2018-03-31
3640,Louisiana,United States,34.0,24.0,42.0,8.0,2.0,2018-04-01
3641,Louisiana,United States,42.0,23.0,14.0,13.0,3.0,2018-04-02
3642,Louisiana,United States,32.0,23.0,24.0,4.0,9.0,2018-04-03
3643,Louisiana,United States,36.0,19.0,34.0,5.0,1.0,2018-04-04
3644,Louisiana,United States,33.0,17.0,33.0,3.0,1.0,2018-04-05
3645,Louisiana,United States,31.0,25.0,27.0,10.0,2.0,2018-04-06
3646,Louisiana,United States,36.0,17.0,22.0,9.0,1.0,2018-04-07
3647,Louisiana,United States,31.0,17.0,19.0,3.0,1.0,2018-04-08
3648,Louisiana,United States,40.0,20.0,23.0,6.0,2.0,2018-04-09
3649,Louisiana,United States,41.0,23.0,35.0,8.0,2.0,2018-04-10
3650,Louisiana,United States,38.0,25.0,41.0,6.0,2.0,2018-04-11
3651,Louisiana,United States,45.0,32.0,39.0,15.0,1.0,2018-04-12
3652,Louisiana,United States,48.0,28.0,32.0,6.0,3.0,2018-04-13
3653,Louisiana,United States,39.0,28.0,35.0,6.0,3.0,2018-04-14
3654,Louisiana,United States,58.0,28.0,35.0,10.0,2.0,2018-04-15
3655,Louisiana,United States,40.0,24.0,41.0,13.0,0.0,2018-04-16
3656,Louisiana,United States,41.0,28.0,45.0,15.0,0.0,2018-04-17
3657,Louisiana,United States,40.0,30.0,37.0,10.0,0.0,2018-04-18
3658,Louisiana,United States,46.0,32.0,39.0,8.0,1.0,2018-04-19
3659,Louisiana,United States,46.0,23.0,37.0,4.0,2.0,2018-04-20
3660,Louisiana,United States,34.0,32.0,51.0,8.0,2.0,2018-04-21
3661,Louisiana,United States,53.0,22.0,34.0,5.0,1.0,2018-04-22
3662,Louisiana,United States,42.0,23.0,37.0,8.0,2.0,2018-04-23
3663,Louisiana,United States,46.0,25.0,39.0,9.0,2.0,2018-04-24
3664,Louisiana,United States,46.0,32.0,53.0,10.0,2.0,2018-04-25
3665,Louisiana,United States,51.0,21.0,33.0,5.0,1.0,2018-04-26
3666,Louisiana,United States,36.0,26.0,40.0,16.0,1.0,2018-04-27
3667,Louisiana,United States,50.0,25.0,53.0,15.0,2.0,2018-04-28
3668,Louisiana,United States,52.0,27.0,48.0,8.0,2.0,2018-04-29
3669,Louisiana,United States,50.0,31.0,57.0,9.0,2.0,2018-04-30
3670,Louisiana,United States,53.0,30.0,45.0,8.0,2.0,2018-05-01
3671,Louisiana,United States,48.0,33.0,44.0,6.0,2.0,2018-05-02
3672,Louisiana,United States,48.0,34.0,47.0,9.0,2.0,2018-05-03
3673,Louisiana,United States,50.0,38.0,35.0,10.0,2.0,2018-05-04
3674,Louisiana,United States,54.0,25.0,26.0,11.0,2.0,2018-05-05
3675,Louisiana,United States,44.0,23.0,41.0,14.0,2.0,2018-05-06
3676,Louisiana,United States,44.0,34.0,36.0,29.0,2.0,2018-05-07
3677,Louisiana,United States,59.0,43.0,54.0,22.0,2.0,2018-05-08
3678,Louisiana,United States,67.0,38.0,73.0,16.0,2.0,2018-05-09
3679,Louisiana,United States,61.0,31.0,51.0,14.0,2.0,2018-05-10
3680,Louisiana,United States,50.0,32.0,34.0,14.0,2.0,2018-05-11
3681,Louisiana,United States,49.0,,,,,2018-05-12
3682,Louisiana,United States,,,,,,2018-05-13
3683,Louisiana,United States,,36.0,38.0,10.0,2.0,2018-05-14
3684,Louisiana,United States,59.0,,,,,2018-05-15
3685,Louisiana,United States,,,,,,2018-05-16
3686,Louisiana,United States,,,,,,2018-05-17
3687,Louisiana,United States,,31.0,36.0,10.0,2.0,2018-05-18
3688,Louisiana,United States,52.0,29.0,39.0,11.0,2.0,2018-05-19
3689,Louisiana,United States,53.0,24.0,43.0,8.0,1.0,2018-05-20
3690,Louisiana,United States,41.0,25.0,58.0,10.0,2.0,2018-05-21
3691,Louisiana,United States,42.0,23.0,48.0,12.0,1.0,2018-05-22
3692,Emilia-Romagna,Italy,134.0,,,22.0,0.0,2018-01-01
3693,Emilia-Romagna,Italy,154.0,,,40.0,0.0,2018-01-02
3694,Emilia-Romagna,Italy,112.0,,,35.0,0.0,2018-01-03
3695,Emilia-Romagna,Italy,102.0,,,34.0,0.0,2018-01-04
3696,Emilia-Romagna,Italy,104.0,,,31.0,0.0,2018-01-05
3697,Emilia-Romagna,Italy,144.0,,,22.0,0.0,2018-01-06
3698,Emilia-Romagna,Italy,152.0,,,20.0,0.0,2018-01-07
3699,Emilia-Romagna,Italy,137.0,,,20.0,0.0,2018-01-08
3700,Emilia-Romagna,Italy,117.0,,,27.0,0.0,2018-01-09
3701,Emilia-Romagna,Italy,117.0,,,37.0,0.0,2018-01-10
3702,Emilia-Romagna,Italy,104.0,,,20.0,0.0,2018-01-11
3703,Emilia-Romagna,Italy,89.0,,,28.0,0.0,2018-01-12
3704,Emilia-Romagna,Italy,124.0,,,28.0,0.0,2018-01-13
3705,Emilia-Romagna,Italy,151.0,,,18.0,0.0,2018-01-14
3706,Emilia-Romagna,Italy,119.0,,,13.0,0.0,2018-01-15
3707,Emilia-Romagna,Italy,139.0,,,26.0,0.0,2018-01-16
3708,Emilia-Romagna,Italy,153.0,,,28.0,0.0,2018-01-17
3709,Emilia-Romagna,Italy,104.0,,,44.0,0.0,2018-01-18
3710,Emilia-Romagna,Italy,93.0,,,42.0,0.0,2018-01-19
3711,Emilia-Romagna,Italy,122.0,,,39.0,0.0,2018-01-20
3712,Emilia-Romagna,Italy,152.0,,,26.0,0.0,2018-01-21
3713,Emilia-Romagna,Italy,134.0,,,36.0,0.0,2018-01-22
3714,Emilia-Romagna,Italy,149.0,,,29.0,0.0,2018-01-23
3715,Emilia-Romagna,Italy,137.0,,,37.0,0.0,2018-01-24
3716,Emilia-Romagna,Italy,153.0,,,28.0,0.0,2018-01-25
3717,Emilia-Romagna,Italy,160.0,,,26.0,0.0,2018-01-26
3718,Emilia-Romagna,Italy,187.0,,,26.0,0.0,2018-01-27
3719,Emilia-Romagna,Italy,159.0,,,39.0,0.0,2018-01-28
3720,Emilia-Romagna,Italy,114.0,,,22.0,0.0,2018-01-29
3721,Emilia-Romagna,Italy,109.0,,,20.0,0.0,2018-01-30
3722,Emilia-Romagna,Italy,104.0,,,22.0,0.0,2018-01-31
3723,Emilia-Romagna,Italy,137.0,,,23.0,0.0,2018-02-01
3724,Emilia-Romagna,Italy,132.0,,,25.0,0.0,2018-02-02
3725,Emilia-Romagna,Italy,59.0,,,27.0,0.0,2018-02-03
3726,Emilia-Romagna,Italy,30.0,,,27.0,0.0,2018-02-04
3727,Emilia-Romagna,Italy,80.0,,,24.0,0.0,2018-02-05
3728,Emilia-Romagna,Italy,104.0,,,27.0,0.0,2018-02-06
3729,Emilia-Romagna,Italy,97.0,,,26.0,0.0,2018-02-07
3730,Emilia-Romagna,Italy,85.0,,,27.0,0.0,2018-02-08
3731,Emilia-Romagna,Italy,,,,27.0,0.0,2018-02-09
3732,Emilia-Romagna,Italy,129.0,,,31.0,0.0,2018-02-10
3733,Emilia-Romagna,Italy,155.0,,,32.0,0.0,2018-02-11
3734,Emilia-Romagna,Italy,132.0,,,21.0,0.0,2018-02-12
3735,Emilia-Romagna,Italy,109.0,,,30.0,0.0,2018-02-13
3736,Emilia-Romagna,Italy,87.0,,,41.0,0.0,2018-02-14
3737,Emilia-Romagna,Italy,137.0,,,35.0,0.0,2018-02-15
3738,Emilia-Romagna,Italy,142.0,,,33.0,0.0,2018-02-16
3739,Emilia-Romagna,Italy,158.0,,,25.0,0.0,2018-02-17
3740,Emilia-Romagna,Italy,168.0,,,22.0,0.0,2018-02-18
3741,Emilia-Romagna,Italy,82.0,,,23.0,0.0,2018-02-19
3742,Emilia-Romagna,Italy,82.0,,,28.0,0.0,2018-02-20
3743,Emilia-Romagna,Italy,91.0,,,28.0,0.0,2018-02-21
3744,Emilia-Romagna,Italy,87.0,,,30.0,0.0,2018-02-22
3745,Emilia-Romagna,Italy,53.0,,,30.0,0.0,2018-02-23
3746,Emilia-Romagna,Italy,63.0,,,32.0,0.0,2018-02-24
3747,Emilia-Romagna,Italy,102.0,,,11.0,0.0,2018-02-25
3748,Emilia-Romagna,Italy,87.0,,,21.0,0.0,2018-02-26
3749,Emilia-Romagna,Italy,97.0,,,32.0,0.0,2018-02-27
3750,Emilia-Romagna,Italy,139.0,,,32.0,0.0,2018-02-28
3751,Emilia-Romagna,Italy,147.0,,,32.0,0.0,2018-03-01
3752,Emilia-Romagna,Italy,149.0,,,34.0,0.0,2018-03-02
3753,Emilia-Romagna,Italy,154.0,,,31.0,0.0,2018-03-03
3754,Emilia-Romagna,Italy,132.0,,,26.0,0.0,2018-03-04
3755,Emilia-Romagna,Italy,93.0,,,18.0,0.0,2018-03-05
3756,Emilia-Romagna,Italy,109.0,,,33.0,0.0,2018-03-06
3757,Emilia-Romagna,Italy,80.0,,,27.0,0.0,2018-03-07
3758,Emilia-Romagna,Italy,122.0,,,40.0,0.0,2018-03-08
3759,Emilia-Romagna,Italy,,,,36.0,0.0,2018-03-09
3760,Emilia-Romagna,Italy,137.0,,,27.0,0.0,2018-03-10
3761,Emilia-Romagna,Italy,142.0,,,17.0,0.0,2018-03-11
3762,Emilia-Romagna,Italy,102.0,,,17.0,0.0,2018-03-12
3763,Emilia-Romagna,Italy,97.0,,,33.0,0.0,2018-03-13
3764,Emilia-Romagna,Italy,129.0,,,33.0,0.0,2018-03-14
3765,Emilia-Romagna,Italy,114.0,,,27.0,0.0,2018-03-15
3766,Emilia-Romagna,Italy,93.0,,,31.0,0.0,2018-03-16
3767,Emilia-Romagna,Italy,89.0,,,27.0,0.0,2018-03-17
3768,Emilia-Romagna,Italy,76.0,,,9.0,0.0,2018-03-18
3769,Emilia-Romagna,Italy,38.0,,,22.0,0.0,2018-03-19
3770,Emilia-Romagna,Italy,42.0,,,22.0,0.0,2018-03-20
3771,Emilia-Romagna,Italy,91.0,,,30.0,0.0,2018-03-21
3772,Emilia-Romagna,Italy,102.0,,,,,2018-03-22
3773,Emilia-Romagna,Italy,124.0,,,26.0,,2018-03-23
3774,Emilia-Romagna,Italy,112.0,,,27.0,,2018-03-24
3775,Emilia-Romagna,Italy,93.0,,,33.0,,2018-03-25
3776,Emilia-Romagna,Italy,104.0,,,20.0,0.0,2018-03-26
3777,Emilia-Romagna,Italy,149.0,,,39.0,0.0,2018-03-27
3778,Emilia-Romagna,Italy,147.0,,,40.0,0.0,2018-03-28
3779,Emilia-Romagna,Italy,151.0,,,37.0,0.0,2018-03-29
3780,Emilia-Romagna,Italy,134.0,,,20.0,,2018-03-30
3781,Emilia-Romagna,Italy,102.0,,,,,2018-03-31
3782,Emilia-Romagna,Italy,46.0,,,32.0,,2018-04-01
3783,Emilia-Romagna,Italy,46.0,,,27.0,0.0,2018-04-02
3784,Emilia-Romagna,Italy,68.0,,,22.0,0.0,2018-04-03
3785,Emilia-Romagna,Italy,104.0,,,32.0,,2018-04-04
3786,Emilia-Romagna,Italy,,,,40.0,0.0,2018-04-05
3787,Emilia-Romagna,Italy,137.0,,,32.0,0.0,2018-04-06
3788,Emilia-Romagna,Italy,112.0,,,26.0,0.0,2018-04-07
3789,Emilia-Romagna,Italy,93.0,,,24.0,0.0,2018-04-08
3790,Emilia-Romagna,Italy,74.0,,,26.0,0.0,2018-04-09
3791,Emilia-Romagna,Italy,78.0,,,36.0,0.0,2018-04-10
3792,Emilia-Romagna,Italy,78.0,,,30.0,0.0,2018-04-11
3793,Emilia-Romagna,Italy,78.0,,,27.0,0.0,2018-04-12
3794,Emilia-Romagna,Italy,109.0,,,33.0,0.0,2018-04-13
3795,Emilia-Romagna,Italy,65.0,,,45.0,0.0,2018-04-14
3796,Emilia-Romagna,Italy,95.0,,,25.0,0.0,2018-04-15
3797,Emilia-Romagna,Italy,104.0,,,22.0,0.0,2018-04-16
3798,Emilia-Romagna,Italy,132.0,,,27.0,0.0,2018-04-17
3799,Emilia-Romagna,Italy,127.0,,,44.0,0.0,2018-04-18
