,Ciudad,Pais,PM25,PM10,O3,NO2,CO,Fecha
386,Paris,France,88.0,36.0,36.0,47.0,5.0,2018-04-13
387,Paris,France,68.0,40.0,27.0,48.0,5.0,2018-04-14
388,Paris,France,66.0,30.0,34.0,41.0,4.0,2018-04-15
389,Paris,France,57.0,43.0,35.0,48.0,4.0,2018-04-16
390,Paris,France,57.0,50.0,39.0,52.0,5.0,2018-04-17
391,Paris,France,68.0,61.0,46.0,56.0,6.0,2018-04-18
392,Paris,France,76.0,67.0,45.0,65.0,6.0,2018-04-19
393,Paris,France,103.0,68.0,48.0,67.0,7.0,2018-04-20
394,Paris,France,88.0,69.0,51.0,63.0,4.0,2018-04-21
395,Paris,France,76.0,57.0,42.0,46.0,3.0,2018-04-22
396,Paris,France,74.0,49.0,33.0,41.0,4.0,2018-04-23
397,Paris,France,60.0,52.0,39.0,45.0,4.0,2018-04-24
398,Paris,France,55.0,41.0,33.0,35.0,4.0,2018-04-25
399,Paris,France,48.0,40.0,35.0,40.0,4.0,2018-04-26
400,Paris,France,42.0,66.0,37.0,44.0,4.0,2018-04-27
401,Paris,France,55.0,39.0,35.0,33.0,3.0,2018-04-28
402,Paris,France,42.0,29.0,24.0,38.0,3.0,2018-04-29
403,Paris,France,58.0,18.0,25.0,31.0,3.0,2018-04-30
404,Paris,France,38.0,28.0,32.0,33.0,3.0,2018-05-01
405,Paris,France,48.0,42.0,35.0,44.0,5.0,2018-05-02
406,Paris,France,60.0,49.0,39.0,43.0,4.0,2018-05-03
407,Paris,France,54.0,49.0,42.0,46.0,4.0,2018-05-04
408,Paris,France,63.0,60.0,46.0,49.0,4.0,2018-05-05
409,Paris,France,92.0,58.0,49.0,55.0,4.0,2018-05-06
410,Paris,France,79.0,65.0,47.0,60.0,4.0,2018-05-07
411,Paris,France,73.0,57.0,61.0,52.0,4.0,2018-05-08
412,Paris,France,67.0,43.0,40.0,31.0,4.0,2018-05-09
413,Paris,France,59.0,43.0,37.0,28.0,2.0,2018-05-10
414,Paris,France,44.0,54.0,41.0,44.0,4.0,2018-05-11
415,Paris,France,56.0,38.0,27.0,40.0,4.0,2018-05-12
416,Paris,France,59.0,26.0,28.0,27.0,3.0,2018-05-13
417,Paris,France,43.0,42.0,29.0,36.0,4.0,2018-05-14
418,Paris,France,57.0,50.0,38.0,41.0,5.0,2018-05-15
419,Paris,France,88.0,58.0,40.0,41.0,4.0,2018-05-16
420,Paris,France,89.0,53.0,37.0,33.0,3.0,2018-05-17
421,Paris,France,64.0,59.0,31.0,37.0,4.0,2018-05-18
422,Paris,France,67.0,64.0,38.0,37.0,3.0,2018-05-19
423,Paris,France,71.0,62.0,45.0,38.0,3.0,2018-05-20
424,Paris,France,88.0,49.0,44.0,45.0,4.0,2018-05-21
425,Paris,France,64.0,71.0,40.0,60.0,6.0,2018-05-22
426,Ohio,United States,,19.0,27.0,10.0,,2018-01-01
427,Ohio,United States,45.0,26.0,22.0,15.0,,2018-01-02
428,Ohio,United States,49.0,23.0,21.0,,2.0,2018-01-03
429,Ohio,United States,53.0,20.0,24.0,,2.0,2018-01-04
430,Ohio,United States,53.0,18.0,25.0,,2.0,2018-01-05
431,Ohio,United States,44.0,18.0,25.0,,3.0,2018-01-06
432,Ohio,United States,50.0,19.0,22.0,,3.0,2018-01-07
433,Ohio,United States,52.0,18.0,20.0,,2.0,2018-01-08
434,Ohio,United States,58.0,22.0,17.0,,3.0,2018-01-09
435,Ohio,United States,67.0,14.0,21.0,,3.0,2018-01-10
436,Ohio,United States,33.0,9.0,25.0,,2.0,2018-01-11
437,Ohio,United States,16.0,6.0,20.0,,2.0,2018-01-12
438,Ohio,United States,13.0,5.0,29.0,,2.0,2018-01-13
439,Ohio,United States,21.0,13.0,29.0,,2.0,2018-01-14
440,Ohio,United States,42.0,14.0,20.0,,2.0,2018-01-15
441,Ohio,United States,40.0,19.0,21.0,,2.0,2018-01-16
442,Ohio,United States,55.0,22.0,16.0,,3.0,2018-01-17
443,Ohio,United States,61.0,31.0,20.0,16.0,3.0,2018-01-18
444,Ohio,United States,62.0,26.0,28.0,14.0,2.0,2018-01-19
445,Ohio,United States,56.0,17.0,26.0,11.0,2.0,2018-01-20
446,Ohio,United States,37.0,14.0,26.0,10.0,2.0,2018-01-21
447,Ohio,United States,44.0,15.0,29.0,8.0,2.0,2018-01-22
448,Ohio,United States,35.0,10.0,26.0,5.0,1.0,2018-01-23
449,Ohio,United States,18.0,9.0,22.0,9.0,2.0,2018-01-24
450,Ohio,United States,35.0,19.0,20.0,13.0,2.0,2018-01-25
451,Ohio,United States,46.0,19.0,31.0,10.0,1.0,2018-01-26
452,Ohio,United States,29.0,19.0,29.0,9.0,3.0,2018-01-27
453,Ohio,United States,52.0,17.0,23.0,14.0,3.0,2018-01-28
454,Ohio,United States,42.0,19.0,20.0,15.0,3.0,2018-01-29
455,Ohio,United States,35.0,11.0,28.0,8.0,2.0,2018-01-30
456,Ohio,United States,15.0,18.0,27.0,10.0,2.0,2018-01-31
457,Ohio,United States,32.0,18.0,23.0,10.0,2.0,2018-02-01
458,Ohio,United States,45.0,15.0,23.0,7.0,2.0,2018-02-02
459,Ohio,United States,27.0,16.0,23.0,10.0,2.0,2018-02-03
460,Ohio,United States,33.0,15.0,26.0,6.0,2.0,2018-02-04
461,Ohio,United States,39.0,17.0,27.0,8.0,2.0,2018-02-05
462,Ohio,United States,32.0,25.0,20.0,12.0,2.0,2018-02-06
463,Ohio,United States,57.0,24.0,30.0,10.0,2.0,2018-02-07
464,Ohio,United States,61.0,21.0,29.0,12.0,2.0,2018-02-08
465,Ohio,United States,47.0,27.0,20.0,17.0,3.0,2018-02-09
466,Ohio,United States,45.0,33.0,9.0,21.0,5.0,2018-02-10
467,Ohio,United States,84.0,24.0,20.0,10.0,3.0,2018-02-11
468,Ohio,United States,68.0,23.0,28.0,10.0,3.0,2018-02-12
469,Ohio,United States,45.0,26.0,23.0,13.0,3.0,2018-02-13
470,Ohio,United States,54.0,18.0,12.0,14.0,3.0,2018-02-14
471,Ohio,United States,37.0,16.0,14.0,7.0,2.0,2018-02-15
472,Ohio,United States,28.0,14.0,29.0,5.0,2.0,2018-02-16
473,Ohio,United States,33.0,13.0,21.0,12.0,3.0,2018-02-17
474,Ohio,United States,37.0,14.0,24.0,7.0,2.0,2018-02-18
475,Ohio,United States,39.0,14.0,22.0,5.0,2.0,2018-02-19
476,Ohio,United States,29.0,18.0,27.0,4.0,1.0,2018-02-20
477,Ohio,United States,40.0,11.0,25.0,7.0,2.0,2018-02-21
478,Ohio,United States,26.0,7.0,26.0,6.0,2.0,2018-02-22
479,Ohio,United States,23.0,9.0,15.0,8.0,2.0,2018-02-23
480,Ohio,United States,21.0,10.0,22.0,7.0,2.0,2018-02-24
481,Ohio,United States,23.0,6.0,26.0,5.0,2.0,2018-02-25
482,Ohio,United States,14.0,12.0,31.0,16.0,4.0,2018-02-26
483,Ohio,United States,26.0,14.0,37.0,14.0,3.0,2018-02-27
484,Ohio,United States,26.0,16.0,27.0,11.0,3.0,2018-02-28
485,Ohio,United States,34.0,10.0,28.0,7.0,3.0,2018-03-01
486,Ohio,United States,24.0,9.0,35.0,5.0,2.0,2018-03-02
487,Ohio,United States,19.0,15.0,32.0,13.0,3.0,2018-03-03
488,Ohio,United States,34.0,10.0,35.0,6.0,2.0,2018-03-04
489,Ohio,United States,17.0,10.0,31.0,5.0,2.0,2018-03-05
490,Ohio,United States,15.0,21.0,36.0,8.0,2.0,2018-03-06
491,Ohio,United States,26.0,12.0,32.0,5.0,2.0,2018-03-07
492,Ohio,United States,22.0,14.0,31.0,5.0,2.0,2018-03-08
493,Ohio,United States,30.0,16.0,35.0,9.0,2.0,2018-03-09
494,Ohio,United States,34.0,20.0,37.0,7.0,2.0,2018-03-10
495,Ohio,United States,47.0,13.0,36.0,4.0,2.0,2018-03-11
496,Ohio,United States,28.0,18.0,33.0,8.0,2.0,2018-03-12
497,Ohio,United States,40.0,17.0,34.0,9.0,2.0,2018-03-13
498,Ohio,United States,33.0,13.0,33.0,7.0,2.0,2018-03-14
499,Ohio,United States,25.0,19.0,40.0,9.0,2.0,2018-03-15
500,Ohio,United States,39.0,12.0,35.0,8.0,2.0,2018-03-16
501,Ohio,United States,20.0,19.0,28.0,7.0,2.0,2018-03-17
502,Ohio,United States,45.0,14.0,40.0,11.0,2.0,2018-03-18
503,Ohio,United States,29.0,21.0,40.0,12.0,3.0,2018-03-19
504,Ohio,United States,43.0,18.0,28.0,10.0,2.0,2018-03-20
505,Ohio,United States,32.0,14.0,31.0,9.0,2.0,2018-03-21
506,Ohio,United States,32.0,17.0,39.0,12.0,2.0,2018-03-22
507,Ohio,United States,28.0,19.0,40.0,15.0,2.0,2018-03-23
508,Ohio,United States,31.0,17.0,28.0,9.0,2.0,2018-03-24
509,Ohio,United States,30.0,12.0,38.0,4.0,2.0,2018-03-25
510,Ohio,United States,,17.0,35.0,9.0,2.0,2018-03-26
511,Ohio,United States,25.0,18.0,30.0,9.0,2.0,2018-03-27
512,Ohio,United States,44.0,14.0,8.0,19.0,4.0,2018-03-28
513,Ohio,United States,34.0,14.0,27.0,12.0,3.0,2018-03-29
514,Ohio,United States,28.0,16.0,26.0,8.0,3.0,2018-03-30
515,Ohio,United States,41.0,21.0,39.0,10.0,3.0,2018-03-31
516,Ohio,United States,32.0,14.0,35.0,4.0,2.0,2018-04-01
517,Ohio,United States,24.0,16.0,33.0,8.0,2.0,2018-04-02
518,Ohio,United States,30.0,20.0,27.0,8.0,2.0,2018-04-03
519,Ohio,United States,40.0,14.0,34.0,4.0,2.0,2018-04-04
520,Ohio,United States,22.0,17.0,36.0,13.0,2.0,2018-04-05
521,Ohio,United States,29.0,19.0,40.0,11.0,2.0,2018-04-06
522,Ohio,United States,31.0,14.0,38.0,6.0,2.0,2018-04-07
523,Ohio,United States,32.0,16.0,40.0,6.0,2.0,2018-04-08
524,Ohio,United States,39.0,19.0,34.0,7.0,2.0,2018-04-09
525,Ohio,United States,45.0,23.0,34.0,11.0,2.0,2018-04-10
526,Ohio,United States,52.0,31.0,36.0,16.0,3.0,2018-04-11
527,Ohio,United States,49.0,29.0,44.0,6.0,2.0,2018-04-12
528,Ohio,United States,32.0,26.0,44.0,6.0,1.0,2018-04-13
529,Ohio,United States,51.0,22.0,35.0,6.0,1.0,2018-04-14
530,Ohio,United States,42.0,13.0,30.0,5.0,1.0,2018-04-15
531,Ohio,United States,16.0,10.0,30.0,4.0,1.0,2018-04-16
532,Ohio,United States,11.0,15.0,40.0,5.0,1.0,2018-04-17
533,Ohio,United States,28.0,20.0,36.0,8.0,2.0,2018-04-18
534,Ohio,United States,37.0,12.0,40.0,4.0,2.0,2018-04-19
535,Ohio,United States,20.0,17.0,41.0,9.0,2.0,2018-04-20
536,Ohio,United States,28.0,14.0,43.0,5.0,2.0,2018-04-21
537,Ohio,United States,22.0,18.0,43.0,5.0,2.0,2018-04-22
538,Ohio,United States,36.0,20.0,38.0,7.0,2.0,2018-04-23
539,Ohio,United States,34.0,14.0,31.0,6.0,2.0,2018-04-24
540,Ohio,United States,29.0,17.0,40.0,4.0,2.0,2018-04-25
541,Ohio,United States,38.0,21.0,43.0,11.0,2.0,2018-04-26
542,Ohio,United States,25.0,32.0,46.0,12.0,2.0,2018-04-27
543,Ohio,United States,43.0,22.0,34.0,8.0,2.0,2018-04-28
544,Ohio,United States,32.0,17.0,39.0,6.0,2.0,2018-04-29
545,Ohio,United States,34.0,28.0,46.0,20.0,4.0,2018-04-30
546,Ohio,United States,44.0,24.0,50.0,11.0,2.0,2018-05-01
547,Ohio,United States,42.0,32.0,44.0,10.0,2.0,2018-05-02
548,Ohio,United States,64.0,26.0,36.0,6.0,2.0,2018-05-03
549,Ohio,United States,53.0,27.0,34.0,7.0,2.0,2018-05-04
550,Ohio,United States,51.0,17.0,28.0,6.0,2.0,2018-05-05
551,Ohio,United States,31.0,22.0,45.0,7.0,2.0,2018-05-06
552,Ohio,United States,44.0,23.0,44.0,8.0,2.0,2018-05-07
553,Ohio,United States,47.0,23.0,47.0,12.0,3.0,2018-05-08
554,Ohio,United States,40.0,31.0,43.0,14.0,3.0,2018-05-09
555,Ohio,United States,56.0,27.0,45.0,6.0,2.0,2018-05-10
556,Ohio,United States,43.0,29.0,51.0,10.0,2.0,2018-05-11
557,Ohio,United States,57.0,31.0,41.0,6.0,2.0,2018-05-12
558,Ohio,United States,63.0,33.0,36.0,9.0,2.0,2018-05-13
559,Ohio,United States,70.0,36.0,46.0,8.0,2.0,2018-05-14
560,Ohio,United States,71.0,27.0,43.0,6.0,2.0,2018-05-15
561,Ohio,United States,52.0,26.0,31.0,8.0,2.0,2018-05-16
562,Ohio,United States,58.0,28.0,37.0,9.0,2.0,2018-05-17
563,Ohio,United States,59.0,17.0,24.0,5.0,2.0,2018-05-18
564,Ohio,United States,28.0,19.0,31.0,5.0,2.0,2018-05-19
565,Ohio,United States,38.0,24.0,46.0,6.0,2.0,2018-05-20
566,Ohio,United States,53.0,22.0,46.0,6.0,2.0,2018-05-21
567,Ohio,United States,45.0,21.0,39.0,9.0,2.0,2018-05-22
568,Lazio,Italy,99.0,56.0,13.0,12.0,,2018-01-01
569,Lazio,Italy,144.0,18.0,18.0,9.0,,2018-01-02
570,Lazio,Italy,50.0,25.0,7.0,17.0,,2018-01-03
571,Lazio,Italy,65.0,30.0,11.0,15.0,,2018-01-04
572,Lazio,Italy,59.0,36.0,9.0,13.0,,2018-01-05
573,Lazio,Italy,70.0,23.0,15.0,6.0,,2018-01-06
574,Lazio,Italy,57.0,15.0,16.0,8.0,,2018-01-07
575,Lazio,Italy,46.0,18.0,22.0,6.0,,2018-01-08
576,Lazio,Italy,34.0,27.0,18.0,5.0,,2018-01-09
577,Lazio,Italy,42.0,24.0,15.0,15.0,,2018-01-10
578,Lazio,Italy,68.0,24.0,6.0,22.0,,2018-01-11
579,Lazio,Italy,70.0,14.0,13.0,11.0,,2018-01-12
580,Lazio,Italy,50.0,18.0,13.0,8.0,,2018-01-13
581,Lazio,Italy,61.0,42.0,5.0,16.0,,2018-01-14
582,Lazio,Italy,117.0,19.0,16.0,10.0,,2018-01-15
583,Lazio,Italy,63.0,25.0,23.0,3.0,,2018-01-16
584,Lazio,Italy,38.0,26.0,25.0,2.0,,2018-01-17
585,Lazio,Italy,38.0,20.0,,,,2018-01-18
586,Lazio,Italy,42.0,22.0,,,,2018-01-19
587,Lazio,Italy,38.0,32.0,11.0,12.0,,2018-01-20
588,Lazio,Italy,78.0,21.0,14.0,9.0,,2018-01-21
589,Lazio,Italy,50.0,27.0,11.0,17.0,,2018-01-22
590,Lazio,Italy,68.0,35.0,8.0,18.0,,2018-01-23
591,Lazio,Italy,85.0,24.0,11.0,17.0,,2018-01-24
592,Lazio,Italy,68.0,41.0,8.0,22.0,,2018-01-25
593,Lazio,Italy,107.0,35.0,10.0,22.0,,2018-01-26
594,Lazio,Italy,89.0,35.0,13.0,15.0,,2018-01-27
595,Lazio,Italy,91.0,40.0,11.0,15.0,,2018-01-28
596,Lazio,Italy,102.0,40.0,9.0,16.0,,2018-01-29
597,Lazio,Italy,99.0,40.0,8.0,18.0,,2018-01-30
598,Lazio,Italy,104.0,37.0,5.0,21.0,,2018-01-31
599,Lazio,Italy,91.0,22.0,20.0,,,2018-02-01
600,Lazio,Italy,59.0,30.0,21.0,3.0,,2018-02-02
601,Lazio,Italy,53.0,19.0,26.0,1.0,,2018-02-03
602,Lazio,Italy,25.0,14.0,13.0,14.0,,2018-02-04
603,Lazio,Italy,46.0,23.0,26.0,2.0,,2018-02-05
604,Lazio,Italy,38.0,22.0,17.0,13.0,,2018-02-06
605,Lazio,Italy,57.0,14.0,16.0,17.0,,2018-02-07
606,Lazio,Italy,42.0,22.0,10.0,19.0,,2018-02-08
607,Lazio,Italy,61.0,24.0,12.0,17.0,,2018-02-09
608,Lazio,Italy,63.0,18.0,,,,2018-02-10
609,Lazio,Italy,61.0,20.0,21.0,8.0,,2018-02-11
610,Lazio,Italy,65.0,32.0,9.0,20.0,,2018-02-12
611,Lazio,Italy,80.0,14.0,17.0,8.0,,2018-02-13
612,Lazio,Italy,50.0,15.0,14.0,14.0,,2018-02-14
613,Lazio,Italy,53.0,12.0,26.0,5.0,,2018-02-15
614,Lazio,Italy,50.0,34.0,13.0,25.0,,2018-02-16
615,Lazio,Italy,89.0,44.0,12.0,22.0,,2018-02-17
616,Lazio,Italy,112.0,28.0,21.0,13.0,,2018-02-18
617,Lazio,Italy,80.0,20.0,9.0,16.0,,2018-02-19
618,Lazio,Italy,65.0,17.0,15.0,11.0,,2018-02-20
619,Lazio,Italy,57.0,10.0,17.0,8.0,,2018-02-21
620,Lazio,Italy,38.0,13.0,10.0,16.0,,2018-02-22
621,Lazio,Italy,50.0,12.0,11.0,15.0,,2018-02-23
622,Lazio,Italy,46.0,17.0,9.0,18.0,,2018-02-24
623,Lazio,Italy,59.0,14.0,18.0,8.0,,2018-02-25
624,Lazio,Italy,53.0,15.0,30.0,3.0,,2018-02-26
625,Lazio,Italy,57.0,26.0,28.0,5.0,,2018-02-27
626,Lazio,Italy,80.0,29.0,22.0,10.0,,2018-02-28
627,Lazio,Italy,85.0,34.0,11.0,,,2018-03-01
628,Lazio,Italy,80.0,33.0,20.0,6.0,,2018-03-02
629,Lazio,Italy,57.0,23.0,23.0,6.0,,2018-03-03
630,Lazio,Italy,38.0,21.0,12.0,15.0,,2018-03-04
631,Lazio,Italy,59.0,14.0,14.0,11.0,,2018-03-05
632,Lazio,Italy,53.0,11.0,18.0,13.0,,2018-03-06
633,Lazio,Italy,38.0,14.0,19.0,11.0,,2018-03-07
634,Lazio,Italy,34.0,19.0,16.0,15.0,,2018-03-08
635,Lazio,Italy,46.0,29.0,16.0,17.0,,2018-03-09
636,Lazio,Italy,68.0,23.0,16.0,13.0,,2018-03-10
637,Lazio,Italy,61.0,23.0,24.0,5.0,,2018-03-11
638,Lazio,Italy,46.0,18.0,27.0,3.0,,2018-03-12
639,Lazio,Italy,21.0,26.0,25.0,6.0,,2018-03-13
640,Lazio,Italy,38.0,26.0,16.0,14.0,,2018-03-14
641,Lazio,Italy,57.0,18.0,20.0,11.0,,2018-03-15
642,Lazio,Italy,42.0,17.0,22.0,8.0,,2018-03-16
643,Lazio,Italy,38.0,14.0,25.0,6.0,,2018-03-17
644,Lazio,Italy,38.0,14.0,31.0,2.0,,2018-03-18
645,Lazio,Italy,21.0,12.0,26.0,7.0,,2018-03-19
646,Lazio,Italy,30.0,17.0,14.0,18.0,,2018-03-20
647,Lazio,Italy,53.0,9.0,27.0,5.0,,2018-03-21
648,Lazio,Italy,30.0,12.0,32.0,3.0,,2018-03-22
649,Lazio,Italy,46.0,17.0,32.0,4.0,,2018-03-23
650,Lazio,Italy,50.0,19.0,28.0,9.0,,2018-03-24
651,Lazio,Italy,57.0,19.0,28.0,7.0,,2018-03-25
652,Lazio,Italy,59.0,17.0,27.0,10.0,,2018-03-26
653,Lazio,Italy,55.0,28.0,23.0,14.0,,2018-03-27
654,Lazio,Italy,76.0,20.0,22.0,11.0,,2018-03-28
655,Lazio,Italy,50.0,13.0,25.0,3.0,,2018-03-29
656,Lazio,Italy,25.0,20.0,26.0,7.0,,2018-03-30
657,Lazio,Italy,38.0,17.0,27.0,5.0,,2018-03-31
658,Lazio,Italy,34.0,16.0,24.0,6.0,,2018-04-01
659,Lazio,Italy,30.0,21.0,23.0,7.0,,2018-04-02
660,Lazio,Italy,42.0,19.0,26.0,9.0,,2018-04-03
661,Lazio,Italy,42.0,22.0,,,,2018-04-04
662,Lazio,Italy,50.0,24.0,25.0,6.0,,2018-04-05
663,Lazio,Italy,46.0,21.0,19.0,9.0,,2018-04-06
664,Lazio,Italy,53.0,18.0,21.0,13.0,,2018-04-07
665,Lazio,Italy,50.0,18.0,26.0,9.0,,2018-04-08
666,Lazio,Italy,55.0,14.0,29.0,4.0,,2018-04-09
667,Lazio,Italy,30.0,19.0,25.0,6.0,,2018-04-10
668,Lazio,Italy,38.0,29.0,21.0,8.0,,2018-04-11
669,Lazio,Italy,57.0,30.0,22.0,8.0,,2018-04-12
670,Lazio,Italy,46.0,26.0,26.0,6.0,,2018-04-13
671,Lazio,Italy,38.0,40.0,22.0,8.0,,2018-04-14
672,Lazio,Italy,68.0,50.0,24.0,8.0,,2018-04-15
673,Lazio,Italy,74.0,45.0,22.0,8.0,,2018-04-16
674,Lazio,Italy,65.0,35.0,19.0,11.0,,2018-04-17
675,Lazio,Italy,59.0,21.0,18.0,9.0,,2018-04-18
676,Lazio,Italy,53.0,19.0,25.0,5.0,,2018-04-19
677,Lazio,Italy,46.0,22.0,26.0,8.0,,2018-04-20
678,Lazio,Italy,57.0,26.0,26.0,10.0,,2018-04-21
679,Lazio,Italy,63.0,22.0,33.0,3.0,,2018-04-22
680,Lazio,Italy,55.0,22.0,26.0,6.0,,2018-04-23
681,Lazio,Italy,55.0,30.0,20.0,9.0,,2018-04-24
682,Lazio,Italy,59.0,25.0,20.0,10.0,,2018-04-25
683,Lazio,Italy,59.0,21.0,24.0,10.0,,2018-04-26
684,Lazio,Italy,57.0,24.0,24.0,10.0,,2018-04-27
685,Lazio,Italy,59.0,31.0,26.0,11.0,,2018-04-28
686,Lazio,Italy,70.0,23.0,31.0,6.0,,2018-04-29
687,Lazio,Italy,59.0,21.0,31.0,4.0,,2018-04-30
688,Lazio,Italy,38.0,20.0,16.0,8.0,,2018-05-01
689,Lazio,Italy,46.0,20.0,19.0,7.0,,2018-05-02
690,Lazio,Italy,46.0,28.0,23.0,8.0,,2018-05-03
691,Lazio,Italy,53.0,17.0,21.0,7.0,,2018-05-04
692,Lazio,Italy,38.0,15.0,22.0,6.0,,2018-05-05
693,Lazio,Italy,30.0,14.0,21.0,4.0,,2018-05-06
694,Lazio,Italy,34.0,20.0,15.0,6.0,,2018-05-07
695,Lazio,Italy,53.0,17.0,20.0,5.0,,2018-05-08
696,Lazio,Italy,42.0,14.0,18.0,10.0,,2018-05-09
697,Lazio,Italy,42.0,17.0,24.0,7.0,,2018-05-10
698,Lazio,Italy,46.0,17.0,23.0,5.0,,2018-05-11
699,Lazio,Italy,50.0,20.0,21.0,6.0,,2018-05-12
700,Lazio,Italy,55.0,18.0,24.0,6.0,,2018-05-13
701,Lazio,Italy,55.0,15.0,32.0,1.0,0.0,2018-05-14
702,Lazio,Italy,21.0,9.0,27.0,5.0,0.0,2018-05-15
703,Lazio,Italy,17.0,10.0,24.0,6.0,0.0,2018-05-16
704,Lazio,Italy,21.0,11.0,20.0,9.0,0.0,2018-05-17
705,Lazio,Italy,30.0,12.0,26.0,7.0,0.0,2018-05-18
706,Lazio,Italy,34.0,14.0,30.0,6.0,0.0,2018-05-19
707,Lazio,Italy,42.0,14.0,28.0,6.0,0.0,2018-05-20
708,Lazio,Italy,42.0,15.0,26.0,6.0,0.0,2018-05-21
709,Lazio,Italy,38.0,16.0,28.0,4.0,0.0,2018-05-22
710,Massachusetts,United States,41.0,,32.0,7.0,2.0,2018-01-01
711,Massachusetts,United States,33.0,,30.0,21.0,4.0,2018-01-02
712,Massachusetts,United States,44.0,,24.0,32.0,5.0,2018-01-03
713,Massachusetts,United States,71.0,,32.0,14.0,4.0,2018-01-04
714,Massachusetts,United States,35.0,,31.0,7.0,2.0,2018-01-05
715,Massachusetts,United States,37.0,,31.0,4.0,2.0,2018-01-06
716,Massachusetts,United States,32.0,,31.0,11.0,3.0,2018-01-07
717,Massachusetts,United States,36.0,,23.0,24.0,4.0,2018-01-08
718,Massachusetts,United States,59.0,,28.0,16.0,3.0,2018-01-09
719,Massachusetts,United States,42.0,,23.0,25.0,4.0,2018-01-10
720,Massachusetts,United States,47.0,,27.0,19.0,3.0,2018-01-11
721,Massachusetts,United States,52.0,,28.0,13.0,2.0,2018-01-12
722,Massachusetts,United States,20.0,,29.0,3.0,2.0,2018-01-13
723,Massachusetts,United States,16.0,,30.0,6.0,2.0,2018-01-14
724,Massachusetts,United States,28.0,,29.0,10.0,2.0,2018-01-15
725,Massachusetts,United States,36.0,,26.0,19.0,4.0,2018-01-16
726,Massachusetts,United States,45.0,,19.0,20.0,5.0,2018-01-17
727,Massachusetts,United States,45.0,,27.0,11.0,4.0,2018-01-18
728,Massachusetts,United States,55.0,,25.0,15.0,4.0,2018-01-19
729,Massachusetts,United States,73.0,,34.0,17.0,3.0,2018-01-20
730,Massachusetts,United States,54.0,,30.0,18.0,4.0,2018-01-21
731,Massachusetts,United States,64.0,,26.0,23.0,5.0,2018-01-22
732,Massachusetts,United States,72.0,,24.0,20.0,6.0,2018-01-23
733,Massachusetts,United States,35.0,,29.0,8.0,2.0,2018-01-24
734,Massachusetts,United States,16.0,,33.0,7.0,2.0,2018-01-25
735,Massachusetts,United States,24.0,,31.0,16.0,3.0,2018-01-26
736,Massachusetts,United States,36.0,,30.0,13.0,2.0,2018-01-27
737,Massachusetts,United States,42.0,,28.0,17.0,4.0,2018-01-28
738,Massachusetts,United States,44.0,,26.0,11.0,3.0,2018-01-29
739,Massachusetts,United States,32.0,,30.0,8.0,3.0,2018-01-30
740,Massachusetts,United States,22.0,,29.0,9.0,3.0,2018-01-31
741,Massachusetts,United States,31.0,,22.0,17.0,3.0,2018-02-01
742,Massachusetts,United States,44.0,,28.0,7.0,2.0,2018-02-02
743,Massachusetts,United States,30.0,,28.0,11.0,3.0,2018-02-03
744,Massachusetts,United States,38.0,,29.0,15.0,3.0,2018-02-04
745,Massachusetts,United States,42.0,,32.0,7.0,3.0,2018-02-05
746,Massachusetts,United States,25.0,,28.0,17.0,4.0,2018-02-06
747,Massachusetts,United States,43.0,,27.0,26.0,6.0,2018-02-07
748,Massachusetts,United States,58.0,,33.0,8.0,3.0,2018-02-08
749,Massachusetts,United States,35.0,,31.0,19.0,4.0,2018-02-09
750,Massachusetts,United States,70.0,,31.0,21.0,4.0,2018-02-10
751,Massachusetts,United States,50.0,,26.0,17.0,4.0,2018-02-11
752,Massachusetts,United States,24.0,,34.0,8.0,3.0,2018-02-12
753,Massachusetts,United States,33.0,,32.0,11.0,3.0,2018-02-13
754,Massachusetts,United States,36.0,,30.0,16.0,4.0,2018-02-14
755,Massachusetts,United States,44.0,,16.0,19.0,5.0,2018-02-15
756,Massachusetts,United States,61.0,,29.0,12.0,4.0,2018-02-16
757,Massachusetts,United States,41.0,,31.0,10.0,3.0,2018-02-17
758,Massachusetts,United States,29.0,,33.0,11.0,3.0,2018-02-18
759,Massachusetts,United States,28.0,,33.0,16.0,3.0,2018-02-19
760,Massachusetts,United States,51.0,,28.0,11.0,2.0,2018-02-20
761,Massachusetts,United States,30.0,,27.0,10.0,,2018-02-21
762,Massachusetts,United States,55.0,,28.0,10.0,3.0,2018-02-22
763,Massachusetts,United States,22.0,,26.0,16.0,3.0,2018-02-23
764,Massachusetts,United States,41.0,,26.0,7.0,3.0,2018-02-24
765,Massachusetts,United States,17.0,,27.0,7.0,3.0,2018-02-25
766,Massachusetts,United States,28.0,,34.0,10.0,3.0,2018-02-26
767,Massachusetts,United States,27.0,,35.0,13.0,3.0,2018-02-27
768,Massachusetts,United States,30.0,,33.0,17.0,3.0,2018-02-28
769,Massachusetts,United States,40.0,,38.0,18.0,4.0,2018-03-01
770,Massachusetts,United States,51.0,,34.0,4.0,2.0,2018-03-02
771,Massachusetts,United States,23.0,,34.0,4.0,2.0,2018-03-03
772,Massachusetts,United States,21.0,,34.0,5.0,2.0,2018-03-04
773,Massachusetts,United States,18.0,,35.0,8.0,2.0,2018-03-05
774,Massachusetts,United States,18.0,,33.0,13.0,3.0,2018-03-06
775,Massachusetts,United States,29.0,,31.0,11.0,3.0,2018-03-07
